,slice_file_name,fsID,start,end,salience,fold,classID,class
3544,172519-9-0-53.wav,172519,26.5,30.5,1,10,9,street_music
3545,172519-9-0-67.wav,172519,33.5,37.5,1,10,9,street_music
3546,172519-9-0-8.wav,172519,4.0,8.0,1,10,9,street_music
3547,172593-2-0-10.wav,172593,5.0,9.0,1,2,2,children_playing
3548,172593-2-0-13.wav,172593,6.5,10.5,1,2,2,children_playing
3549,172593-2-0-14.wav,172593,7.0,11.0,1,2,2,children_playing
3550,172593-2-0-18.wav,172593,9.0,13.0,1,2,2,children_playing
3551,172593-2-0-22.wav,172593,11.0,15.0,1,2,2,children_playing
3552,172593-2-0-27.wav,172593,13.5,17.5,1,2,2,children_playing
3553,172593-2-0-28.wav,172593,14.0,18.0,1,2,2,children_playing
3554,172593-2-0-29.wav,172593,14.5,18.5,1,2,2,children_playing
3556,173891-9-0-1.wav,173891,0.5,4.5,1,7,9,street_music
3557,173891-9-0-10.wav,173891,5.0,9.0,1,7,9,street_music
3558,173891-9-0-11.wav,173891,5.5,9.5,1,7,9,street_music
3559,173891-9-0-17.wav,173891,8.5,12.5,1,7,9,street_music
3560,173891-9-0-2.wav,173891,1.0,5.0,1,7,9,street_music
3561,173891-9-0-7.wav,173891,3.5,7.5,1,7,9,street_music
3562,173993-3-0-25.wav,173993,12.5,16.5,1,5,3,dog_bark
3563,173993-3-0-39.wav,173993,19.5,23.5,1,5,3,dog_bark
3564,173993-3-0-51.wav,173993,25.5,29.5,1,5,3,dog_bark
3565,173993-3-0-52.wav,173993,26.0,30.0,1,5,3,dog_bark
3566,173994-3-0-14.wav,173994,7.0,11.0,1,4,3,dog_bark
3567,173994-3-0-3.wav,173994,1.5,5.5,1,4,3,dog_bark
3568,173994-3-0-44.wav,173994,22.0,26.0,1,4,3,dog_bark
3569,173994-3-0-45.wav,173994,22.5,26.5,1,4,3,dog_bark
3570,173995-3-0-0.wav,173995,0.0,4.0,1,2,3,dog_bark
3571,173995-3-0-11.wav,173995,5.5,9.5,1,2,3,dog_bark
3572,173995-3-0-27.wav,173995,13.5,17.5,1,2,3,dog_bark
3573,173995-3-0-3.wav,173995,1.5,5.5,1,2,3,dog_bark
3578,174032-2-0-1.wav,174032,0.5,4.5,1,4,2,children_playing
3579,174032-2-0-11.wav,174032,5.5,9.5,1,4,2,children_playing
3580,174032-2-0-17.wav,174032,8.5,12.5,1,4,2,children_playing
3581,174032-2-0-18.wav,174032,9.0,13.0,1,4,2,children_playing
3582,174032-2-0-22.wav,174032,11.0,15.0,1,4,2,children_playing
3583,174032-2-0-26.wav,174032,13.0,17.0,1,4,2,children_playing
3584,174032-2-0-4.wav,174032,2.0,6.0,1,4,2,children_playing
3585,174276-7-0-0.wav,174276,0.273606,2.633453,1,1,7,jackhammer
3586,174276-7-1-0.wav,174276,4.651294,7.113743,1,1,7,jackhammer
3587,174276-7-2-0.wav,174276,8.139764,12.139764,1,1,7,jackhammer
3588,174276-7-3-0.wav,174276,14.603694,18.603694,1,1,7,jackhammer
3589,174276-7-4-0.wav,174276,20.007403,24.007403,1,1,7,jackhammer
3590,174276-7-5-0.wav,174276,27.052745,29.925603,1,1,7,jackhammer
3591,174276-7-6-0.wav,174276,31.464634,34.508495,1,1,7,jackhammer
3592,174282-6-0-0.wav,174282,0.0,2.588937,1,9,6,gun_shot
3593,174282-6-1-0.wav,174282,2.588937,5.210563,1,9,6,gun_shot
3594,174282-6-2-0.wav,174282,5.210563,8.995904,1,9,6,gun_shot
3595,174284-6-0-0.wav,174284,0.0,2.549372,1,7,6,gun_shot
3596,174284-6-1-0.wav,174284,2.549372,5.175802,1,7,6,gun_shot
3597,174284-6-2-0.wav,174284,5.175802,8.181107,1,7,6,gun_shot
3598,174285-6-0-0.wav,174285,0.0,2.558383,1,8,6,gun_shot
3599,174285-6-1-0.wav,174285,2.558383,5.192354,1,8,6,gun_shot
3600,174285-6-2-0.wav,174285,5.192354,8.913638,1,8,6,gun_shot
3601,174287-6-0-0.wav,174287,0.169635,1.958517,1,9,6,gun_shot
3602,174287-6-1-0.wav,174287,5.227853,7.463956,1,9,6,gun_shot
3603,174287-6-2-0.wav,174287,9.869694,11.843632,1,9,6,gun_shot
3604,174287-6-3-0.wav,174287,14.881647,16.716793,1,9,6,gun_shot
3605,174289-6-0-0.wav,174289,0.675822,2.896379,1,10,6,gun_shot
3606,174289-6-1-0.wav,174289,5.728394,8.07768,1,10,6,gun_shot
3607,174289-6-2-0.wav,174289,10.378692,12.840614,1,10,6,gun_shot
3608,174289-6-3-0.wav,174289,15.3669,17.603549,1,10,6,gun_shot
3609,174290-6-0-0.wav,174290,0.273102,2.366884,1,1,6,gun_shot
3610,174290-6-1-0.wav,174290,5.355833,7.889612,1,1,6,gun_shot
3611,174290-6-2-0.wav,174290,9.968221,12.289587,1,1,6,gun_shot
3612,174290-6-3-0.wav,174290,14.959918,17.372318,1,1,6,gun_shot
3613,174292-6-0-0.wav,174292,0.0,2.929375,1,10,6,gun_shot
3614,174292-6-1-0.wav,174292,4.249521,7.140352,1,10,6,gun_shot
3615,174292-6-2-0.wav,174292,10.079363,13.567632,1,10,6,gun_shot
3616,174293-6-0-0.wav,174293,0.109464,2.572406,1,2,6,gun_shot
3617,174293-6-1-0.wav,174293,4.387686,6.713798,1,2,6,gun_shot
3618,174293-6-2-0.wav,174293,10.234894,12.606616,1,2,6,gun_shot
3619,174294-6-0-0.wav,174294,0.0,2.535721,1,1,6,gun_shot
3620,174294-6-1-0.wav,174294,4.167707,7.343939,1,1,6,gun_shot
3621,174294-6-2-0.wav,174294,10.046368,13.126084,1,1,6,gun_shot
3622,174786-2-0-18.wav,174786,9.0,13.0,1,9,2,children_playing
3623,174786-2-0-19.wav,174786,9.5,13.5,1,9,2,children_playing
3624,174786-2-0-27.wav,174786,13.5,17.5,1,9,2,children_playing
3625,174786-2-0-30.wav,174786,15.0,19.0,1,9,2,children_playing
3626,174786-2-0-39.wav,174786,19.5,23.5,1,9,2,children_playing
3627,174786-2-0-60.wav,174786,30.0,34.0,1,9,2,children_playing
3628,174786-2-0-75.wav,174786,37.5,41.5,1,9,2,children_playing
3629,174786-2-0-89.wav,174786,44.5,48.5,1,9,2,children_playing
3638,174840-1-0-0.wav,174840,0.89259,3.875029,1,3,1,car_horn
3639,174841-1-0-0.wav,174841,1.05814,2.870053,1,4,1,car_horn
3640,17486-3-0-0.wav,17486,0.288611,0.942797,1,10,3,dog_bark
3641,17486-3-1-0.wav,17486,1.799011,3.092953,1,10,3,dog_bark
3642,17486-3-2-0.wav,17486,4.757279,5.700076,1,10,3,dog_bark
3643,174873-3-5-1.wav,174873,241.801632,245.801632,1,8,3,dog_bark
3644,174873-3-5-10.wav,174873,246.301632,250.301632,1,8,3,dog_bark
3645,174873-3-5-12.wav,174873,247.301632,251.301632,1,8,3,dog_bark
3646,174873-3-5-13.wav,174873,247.801632,251.801632,1,8,3,dog_bark
3655,174994-3-0-0.wav,174994,27.743475,31.743475,1,2,3,dog_bark
3656,174994-3-0-1.wav,174994,28.243475,32.243475,1,2,3,dog_bark
3657,174994-3-0-2.wav,174994,28.743475,32.743475,1,2,3,dog_bark
3658,174994-3-0-4.wav,174994,29.743475,33.743475,1,2,3,dog_bark
3659,175296-2-0-123.wav,175296,61.5,65.5,1,7,2,children_playing
3660,175296-2-0-128.wav,175296,64.0,68.0,1,7,2,children_playing
3661,175296-2-0-140.wav,175296,70.0,74.0,1,7,2,children_playing
3662,175296-2-0-212.wav,175296,106.0,110.0,1,7,2,children_playing
3663,175296-2-0-3.wav,175296,1.5,5.5,1,7,2,children_playing
3664,175296-2-0-54.wav,175296,27.0,31.0,1,7,2,children_playing
3665,175296-2-0-76.wav,175296,38.0,42.0,1,7,2,children_playing
3666,175296-2-0-86.wav,175296,43.0,47.0,1,7,2,children_playing
3667,17578-5-0-0.wav,17578,0.0,4.0,1,5,5,engine_idling
3668,17578-5-0-1.wav,17578,0.5,4.5,1,5,5,engine_idling
3669,17578-5-0-10.wav,17578,5.0,9.0,1,5,5,engine_idling
3670,17578-5-0-11.wav,17578,5.5,9.5,1,5,5,engine_idling
3671,17578-5-0-12.wav,17578,6.0,10.0,1,5,5,engine_idling
3672,17578-5-0-14.wav,17578,7.0,11.0,1,5,5,engine_idling
3673,17578-5-0-15.wav,17578,7.5,11.5,1,5,5,engine_idling
3674,17578-5-0-16.wav,17578,8.0,12.0,1,5,5,engine_idling
3675,17578-5-0-18.wav,17578,9.0,13.0,1,5,5,engine_idling
3676,17578-5-0-2.wav,17578,1.0,5.0,1,5,5,engine_idling
3677,17578-5-0-21.wav,17578,10.5,14.5,1,5,5,engine_idling
3678,17578-5-0-22.wav,17578,11.0,15.0,1,5,5,engine_idling
3679,17578-5-0-23.wav,17578,11.5,15.5,1,5,5,engine_idling
3680,17578-5-0-24.wav,17578,12.0,16.0,1,5,5,engine_idling
3681,17578-5-0-25.wav,17578,12.5,16.5,1,5,5,engine_idling
3682,17578-5-0-26.wav,17578,13.0,17.0,1,5,5,engine_idling
3683,17578-5-0-27.wav,17578,13.5,17.5,1,5,5,engine_idling
3684,17578-5-0-28.wav,17578,14.0,18.0,1,5,5,engine_idling
3685,17578-5-0-29.wav,17578,14.5,18.5,1,5,5,engine_idling
3686,17578-5-0-3.wav,17578,1.5,5.5,1,5,5,engine_idling
3687,17578-5-0-30.wav,17578,15.0,19.0,1,5,5,engine_idling
3688,17578-5-0-31.wav,17578,15.5,19.5,1,5,5,engine_idling
3689,17578-5-0-32.wav,17578,16.0,20.0,1,5,5,engine_idling
3690,17578-5-0-33.wav,17578,16.5,20.5,1,5,5,engine_idling
3691,17578-5-0-34.wav,17578,17.0,21.0,1,5,5,engine_idling
3692,17578-5-0-35.wav,17578,17.5,21.5,1,5,5,engine_idling
3693,17578-5-0-4.wav,17578,2.0,6.0,1,5,5,engine_idling
3694,17578-5-0-5.wav,17578,2.5,6.5,1,5,5,engine_idling
3695,17578-5-0-6.wav,17578,3.0,7.0,1,5,5,engine_idling
3696,17578-5-0-7.wav,17578,3.5,7.5,1,5,5,engine_idling
3697,17578-5-0-8.wav,17578,4.0,8.0,1,5,5,engine_idling
3698,17578-5-0-9.wav,17578,4.5,8.5,1,5,5,engine_idling
3699,175842-1-0-0.wav,175842,0.206442,0.688665,1,10,1,car_horn
3700,175843-1-0-0.wav,175843,0.076205,0.972825,1,9,1,car_horn
3701,175844-1-0-0.wav,175844,0.400001,1.293813,1,2,1,car_horn
3702,175845-1-0-0.wav,175845,1.667248,2.405537,1,1,1,car_horn
3703,175846-1-0-0.wav,175846,0.143475,1.635387,1,4,1,car_horn
3704,175847-1-0-0.wav,175847,0.065415,0.881925,1,3,1,car_horn
3705,175848-1-0-0.wav,175848,0.094818,0.632591,1,6,1,car_horn
3706,175849-1-0-0.wav,175849,0.035708,0.554668,1,5,1,car_horn
3707,175850-1-0-0.wav,175850,0.528684,2.269774,1,10,1,car_horn
3708,175851-1-0-0.wav,175851,0.348692,1.791682,1,1,1,car_horn
3709,175852-1-0-0.wav,175852,0.099252,1.234139,1,8,1,car_horn
3710,175853-1-0-0.wav,175853,0.077038,0.360623,1,9,1,car_horn
3711,175854-1-0-0.wav,175854,0.060186,0.751776,1,3,1,car_horn
3712,175855-1-0-0.wav,175855,0.165309,0.712897,1,4,1,car_horn
3713,175856-1-0-0.wav,175856,0.287145,0.555461,1,8,1,car_horn
3714,175856-1-1-0.wav,175856,0.932044,1.230957,1,8,1,car_horn
3715,175856-1-2-0.wav,175856,3.031496,4.156539,1,8,1,car_horn
3716,175904-2-0-11.wav,175904,5.5,9.5,1,4,2,children_playing
3717,175904-2-0-12.wav,175904,6.0,10.0,1,4,2,children_playing
3718,175904-2-0-124.wav,175904,62.0,66.0,1,4,2,children_playing
3719,175904-2-0-24.wav,175904,12.0,16.0,1,4,2,children_playing
3720,175904-2-0-41.wav,175904,20.5,24.5,1,4,2,children_playing
3721,175904-2-0-64.wav,175904,32.0,36.0,1,4,2,children_playing
3722,175904-2-0-76.wav,175904,38.0,42.0,1,4,2,children_playing
3723,175904-2-0-98.wav,175904,49.0,53.0,1,4,2,children_playing
3732,17592-5-0-0.wav,17592,2.005174,6.005174,1,1,5,engine_idling
3733,17592-5-1-0.wav,17592,8.921326,12.921326,1,1,5,engine_idling
3734,17592-5-1-1.wav,17592,9.421326,13.421326,1,1,5,engine_idling
3735,17592-5-1-2.wav,17592,9.921326,13.921326,1,1,5,engine_idling
3736,17592-5-1-3.wav,17592,10.421326,14.421326,1,1,5,engine_idling
3737,176003-1-0-0.wav,176003,0.031344,1.1523,1,4,1,car_horn
3742,176257-3-0-0.wav,176257,45.814379,49.814379,1,1,3,dog_bark
3743,176258-3-1-12.wav,176258,75.897629,79.897629,1,1,3,dog_bark
3744,176258-3-1-13.wav,176258,76.397629,80.397629,1,1,3,dog_bark
3745,176258-3-1-18.wav,176258,78.897629,82.897629,1,1,3,dog_bark
3746,176258-3-1-2.wav,176258,70.897629,74.897629,1,1,3,dog_bark
3748,176634-1-0-0.wav,176634,2.441912,2.70793,1,2,1,car_horn
3749,176638-1-0-0.wav,176638,4.51208,5.061169,1,1,1,car_horn
3750,176638-1-1-0.wav,176638,6.724352,7.520133,1,1,1,car_horn
3751,176638-5-0-0.wav,176638,0.0,4.0,1,4,5,engine_idling
3752,176638-5-0-1.wav,176638,0.5,4.5,1,4,5,engine_idling
3753,176638-5-0-2.wav,176638,1.0,5.0,1,4,5,engine_idling
3754,176714-2-0-18.wav,176714,9.0,13.0,1,1,2,children_playing
3755,176714-2-0-23.wav,176714,11.5,15.5,1,1,2,children_playing
3756,176714-2-0-26.wav,176714,13.0,17.0,1,1,2,children_playing
3757,176714-2-0-33.wav,176714,16.5,20.5,1,1,2,children_playing
3758,176714-2-0-40.wav,176714,20.0,24.0,1,1,2,children_playing
3759,176714-2-0-51.wav,176714,25.5,29.5,1,1,2,children_playing
3760,176714-2-0-55.wav,176714,27.5,31.5,1,1,2,children_playing
3761,176714-2-0-77.wav,176714,38.5,42.5,1,1,2,children_playing
3762,176783-3-0-11.wav,176783,5.5,9.5,1,3,3,dog_bark
3763,176783-3-0-3.wav,176783,1.5,5.5,1,3,3,dog_bark
3764,176783-3-0-5.wav,176783,2.5,6.5,1,3,3,dog_bark
3765,176783-3-1-0.wav,176783,53.119866,57.119866,1,3,3,dog_bark
3766,176787-5-0-0.wav,176787,0.0,4.0,1,1,5,engine_idling
3767,176787-5-0-1.wav,176787,0.5,4.5,1,1,5,engine_idling
3768,176787-5-0-10.wav,176787,5.0,9.0,1,1,5,engine_idling
3769,176787-5-0-11.wav,176787,5.5,9.5,1,1,5,engine_idling
3770,176787-5-0-12.wav,176787,6.0,10.0,1,1,5,engine_idling
3771,176787-5-0-13.wav,176787,6.5,10.5,1,1,5,engine_idling
3772,176787-5-0-14.wav,176787,7.0,11.0,1,1,5,engine_idling
3773,176787-5-0-15.wav,176787,7.5,11.5,1,1,5,engine_idling
3774,176787-5-0-16.wav,176787,8.0,12.0,1,1,5,engine_idling
3775,176787-5-0-17.wav,176787,8.5,12.5,1,1,5,engine_idling
3776,176787-5-0-18.wav,176787,9.0,13.0,1,1,5,engine_idling
3777,176787-5-0-19.wav,176787,9.5,13.5,1,1,5,engine_idling
3778,176787-5-0-2.wav,176787,1.0,5.0,1,1,5,engine_idling
3779,176787-5-0-20.wav,176787,10.0,14.0,1,1,5,engine_idling
3780,176787-5-0-21.wav,176787,10.5,14.5,1,1,5,engine_idling
3781,176787-5-0-22.wav,176787,11.0,15.0,1,1,5,engine_idling
3782,176787-5-0-23.wav,176787,11.5,15.5,1,1,5,engine_idling
3783,176787-5-0-24.wav,176787,12.0,16.0,1,1,5,engine_idling
3784,176787-5-0-25.wav,176787,12.5,16.5,1,1,5,engine_idling
3785,176787-5-0-26.wav,176787,13.0,17.0,1,1,5,engine_idling
3786,176787-5-0-27.wav,176787,13.5,17.5,1,1,5,engine_idling
3787,176787-5-0-28.wav,176787,14.0,18.0,1,1,5,engine_idling
3788,176787-5-0-29.wav,176787,14.5,18.5,1,1,5,engine_idling
3789,176787-5-0-3.wav,176787,1.5,5.5,1,1,5,engine_idling
3790,176787-5-0-30.wav,176787,15.0,19.0,1,1,5,engine_idling
3791,176787-5-0-4.wav,176787,2.0,6.0,1,1,5,engine_idling
3792,176787-5-0-5.wav,176787,2.5,6.5,1,1,5,engine_idling
3793,176787-5-0-6.wav,176787,3.0,7.0,1,1,5,engine_idling
3794,176787-5-0-7.wav,176787,3.5,7.5,1,1,5,engine_idling
3795,176787-5-0-8.wav,176787,4.0,8.0,1,1,5,engine_idling
3796,176787-5-0-9.wav,176787,4.5,8.5,1,1,5,engine_idling
3969,177756-2-0-10.wav,177756,5.0,9.0,1,4,2,children_playing
3970,177756-2-0-12.wav,177756,6.0,10.0,1,4,2,children_playing
3971,177756-2-0-16.wav,177756,8.0,12.0,1,4,2,children_playing
3972,177756-2-0-17.wav,177756,8.5,12.5,1,4,2,children_playing
3973,177756-2-0-19.wav,177756,9.5,13.5,1,4,2,children_playing
3974,177756-2-0-4.wav,177756,2.0,6.0,1,4,2,children_playing
3975,177756-2-0-5.wav,177756,2.5,6.5,1,4,2,children_playing
3976,177756-2-0-7.wav,177756,3.5,7.5,1,4,2,children_playing
3977,178099-9-0-0.wav,178099,0.0,4.0,1,5,9,street_music
3978,178099-9-0-1.wav,178099,0.5,4.5,1,5,9,street_music
3979,178099-9-0-10.wav,178099,5.0,9.0,1,5,9,street_music
3980,178099-9-0-12.wav,178099,6.0,10.0,1,5,9,street_music
3981,178099-9-0-6.wav,178099,3.0,7.0,1,5,9,street_music
3982,178099-9-0-7.wav,178099,3.5,7.5,1,5,9,street_music
3983,17810-3-0-0.wav,17810,0.308951,0.689991,1,8,3,dog_bark
3984,17810-3-1-0.wav,17810,2.152361,2.770263,1,8,3,dog_bark
3989,178260-7-0-0.wav,178260,0.0,4.0,1,5,7,jackhammer
3990,178260-7-1-0.wav,178260,5.337693,9.337693,1,5,7,jackhammer
3991,178260-7-1-1.wav,178260,5.837693,9.837693,1,5,7,jackhammer
3992,178260-7-1-10.wav,178260,10.337693,14.337693,1,5,7,jackhammer
3993,178260-7-1-2.wav,178260,6.337693,10.337693,1,5,7,jackhammer
3994,178260-7-1-3.wav,178260,6.837693,10.837693,1,5,7,jackhammer
3995,178260-7-1-4.wav,178260,7.337693,11.337693,1,5,7,jackhammer
3996,178260-7-1-5.wav,178260,7.837693,11.837693,1,5,7,jackhammer
3997,178260-7-1-6.wav,178260,8.337693,12.337693,1,5,7,jackhammer
3998,178260-7-1-7.wav,178260,8.837693,12.837693,1,5,7,jackhammer
3999,178260-7-1-8.wav,178260,9.337693,13.337693,1,5,7,jackhammer
4000,178260-7-1-9.wav,178260,9.837693,13.837693,1,5,7,jackhammer
4001,178260-7-2-0.wav,178260,31.879921,35.879921,1,5,7,jackhammer
4002,178260-7-2-1.wav,178260,32.379921,36.379921,1,5,7,jackhammer
4003,178260-7-2-2.wav,178260,32.879921,36.879921,1,5,7,jackhammer
4004,178260-7-3-0.wav,178260,40.946687,44.946687,1,5,7,jackhammer
4005,178260-7-3-1.wav,178260,41.446687,45.446687,1,5,7,jackhammer
4006,178260-7-3-10.wav,178260,45.946687,49.946687,1,5,7,jackhammer
4007,178260-7-3-11.wav,178260,46.446687,50.446687,1,5,7,jackhammer
4008,178260-7-3-12.wav,178260,46.946687,50.946687,1,5,7,jackhammer
4009,178260-7-3-2.wav,178260,41.946687,45.946687,1,5,7,jackhammer
4010,178260-7-3-3.wav,178260,42.446687,46.446687,1,5,7,jackhammer
4011,178260-7-3-4.wav,178260,42.946687,46.946687,1,5,7,jackhammer
4012,178260-7-3-5.wav,178260,43.446687,47.446687,1,5,7,jackhammer
4013,178260-7-3-6.wav,178260,43.946687,47.946687,1,5,7,jackhammer
4014,178260-7-3-7.wav,178260,44.446687,48.446687,1,5,7,jackhammer
4015,178260-7-3-8.wav,178260,44.946687,48.946687,1,5,7,jackhammer
4016,178260-7-3-9.wav,178260,45.446687,49.446687,1,5,7,jackhammer
4017,178260-7-4-0.wav,178260,73.704037,77.704037,1,5,7,jackhammer
4018,178260-7-4-1.wav,178260,74.204037,78.204037,1,5,7,jackhammer
4019,178260-7-5-0.wav,178260,81.308422,84.964376,1,5,7,jackhammer
4020,178260-7-6-0.wav,178260,86.426758,89.351522,1,5,7,jackhammer
4021,178260-7-7-0.wav,178260,90.448308,91.471975,1,5,7,jackhammer
4022,178261-7-0-0.wav,178261,0.0,1.804496,1,10,7,jackhammer
4023,178261-7-1-0.wav,178261,4.265171,8.265171,1,10,7,jackhammer
4024,178261-7-2-0.wav,178261,10.908996,14.908996,1,10,7,jackhammer
4025,178261-7-3-0.wav,178261,17.771547,21.771547,1,10,7,jackhammer
4026,178261-7-3-1.wav,178261,18.271547,22.271547,1,10,7,jackhammer
4027,178261-7-3-2.wav,178261,18.771547,22.771547,1,10,7,jackhammer
4028,178261-7-3-3.wav,178261,19.271547,23.271547,1,10,7,jackhammer
4029,178261-7-3-4.wav,178261,19.771547,23.771547,1,10,7,jackhammer
4030,178261-7-3-5.wav,178261,20.271547,24.271547,1,10,7,jackhammer
4031,178261-7-3-6.wav,178261,20.771547,24.771547,1,10,7,jackhammer
4032,178402-1-0-0.wav,178402,0.122098,2.167244,1,10,1,car_horn
4033,178497-3-0-1.wav,178497,0.5,4.5,1,5,3,dog_bark
4034,178497-3-0-3.wav,178497,1.5,5.5,1,5,3,dog_bark
4035,178497-3-0-4.wav,178497,2.0,6.0,1,5,3,dog_bark
4036,178497-3-0-6.wav,178497,3.0,7.0,1,5,3,dog_bark
4037,178520-2-0-11.wav,178520,5.5,9.5,1,2,2,children_playing
4038,178520-2-0-23.wav,178520,11.5,15.5,1,2,2,children_playing
4039,178520-2-0-27.wav,178520,13.5,17.5,1,2,2,children_playing
4040,178520-2-0-28.wav,178520,14.0,18.0,1,2,2,children_playing
4041,178520-2-0-29.wav,178520,14.5,18.5,1,2,2,children_playing
4042,178520-2-0-38.wav,178520,19.0,23.0,1,2,2,children_playing
4043,178520-2-0-39.wav,178520,19.5,23.5,1,2,2,children_playing
4044,178520-2-0-42.wav,178520,21.0,25.0,1,2,2,children_playing
4045,178521-2-0-18.wav,178521,9.0,13.0,1,2,2,children_playing
4046,178521-2-0-2.wav,178521,1.0,5.0,1,2,2,children_playing
4047,178521-2-0-22.wav,178521,11.0,15.0,1,2,2,children_playing
4048,178521-2-0-69.wav,178521,34.5,38.5,1,2,2,children_playing
4049,178521-2-0-7.wav,178521,3.5,7.5,1,2,2,children_playing
4050,178521-2-0-70.wav,178521,35.0,39.0,1,2,2,children_playing
4051,178521-2-0-86.wav,178521,43.0,47.0,1,2,2,children_playing
4052,178521-2-0-93.wav,178521,46.5,50.5,1,2,2,children_playing
4053,17853-5-0-0.wav,17853,15.323533,19.323533,1,3,5,engine_idling
4054,17853-5-0-1.wav,17853,15.823533,19.823533,1,3,5,engine_idling
4055,17853-5-0-10.wav,17853,20.323533,24.323533,1,3,5,engine_idling
4056,17853-5-0-11.wav,17853,20.823533,24.823533,1,3,5,engine_idling
4057,17853-5-0-12.wav,17853,21.323533,25.323533,1,3,5,engine_idling
4058,17853-5-0-13.wav,17853,21.823533,25.823533,1,3,5,engine_idling
4059,17853-5-0-14.wav,17853,22.323533,26.323533,1,3,5,engine_idling
4060,17853-5-0-15.wav,17853,22.823533,26.823533,1,3,5,engine_idling
4061,17853-5-0-2.wav,17853,16.323533,20.323533,1,3,5,engine_idling
4062,17853-5-0-3.wav,17853,16.823533,20.823533,1,3,5,engine_idling
4063,17853-5-0-4.wav,17853,17.323533,21.323533,1,3,5,engine_idling
4064,17853-5-0-5.wav,17853,17.823533,21.823533,1,3,5,engine_idling
4065,17853-5-0-6.wav,17853,18.323533,22.323533,1,3,5,engine_idling
4066,17853-5-0-7.wav,17853,18.823533,22.823533,1,3,5,engine_idling
4067,17853-5-0-8.wav,17853,19.323533,23.323533,1,3,5,engine_idling
4068,17853-5-0-9.wav,17853,19.823533,23.823533,1,3,5,engine_idling
4107,178825-2-0-4.wav,178825,2.0,6.0,1,5,2,children_playing
4108,178825-2-0-53.wav,178825,26.5,30.5,1,5,2,children_playing
4109,178825-2-0-62.wav,178825,31.0,35.0,1,5,2,children_playing
4110,178825-2-0-70.wav,178825,35.0,39.0,1,5,2,children_playing
4111,178825-2-0-74.wav,178825,37.0,41.0,1,5,2,children_playing
4112,178825-2-0-9.wav,178825,4.5,8.5,1,5,2,children_playing
4113,178825-2-0-95.wav,178825,47.5,51.5,1,5,2,children_playing
4114,178826-2-0-10.wav,178826,5.0,9.0,1,10,2,children_playing
4115,178826-2-0-12.wav,178826,6.0,10.0,1,10,2,children_playing
4116,178826-2-0-14.wav,178826,7.0,11.0,1,10,2,children_playing
4117,178826-2-0-16.wav,178826,8.0,12.0,1,10,2,children_playing
4118,178826-2-0-17.wav,178826,8.5,12.5,1,10,2,children_playing
4119,178826-2-0-20.wav,178826,10.0,14.0,1,10,2,children_playing
4120,178826-2-0-28.wav,178826,14.0,18.0,1,10,2,children_playing
4121,178826-2-0-39.wav,178826,19.5,23.5,1,10,2,children_playing
4128,179096-3-0-1.wav,179096,0.5,4.5,1,2,3,dog_bark
4129,179096-3-0-10.wav,179096,5.0,9.0,1,2,3,dog_bark
4130,179096-3-0-5.wav,179096,2.5,6.5,1,2,3,dog_bark
4131,179096-3-0-9.wav,179096,4.5,8.5,1,2,3,dog_bark
4132,17913-4-0-0.wav,17913,0.0,4.0,1,1,4,drilling
4133,17913-4-0-1.wav,17913,0.5,4.5,1,1,4,drilling
4134,17913-4-0-2.wav,17913,1.0,5.0,1,1,4,drilling
4136,17913-4-2-0.wav,17913,9.512387,11.458753,1,1,4,drilling
4137,179212-4-0-0.wav,179212,0.0,4.0,1,4,4,drilling
4138,179386-3-0-0.wav,179386,0.0,4.0,1,3,3,dog_bark
4139,179386-3-0-1.wav,179386,0.5,4.5,1,3,3,dog_bark
4140,179386-3-0-2.wav,179386,1.0,5.0,1,3,3,dog_bark
4141,179386-3-0-3.wav,179386,1.5,5.5,1,3,3,dog_bark
4142,179725-4-0-0.wav,179725,0.815935,2.420932,1,6,4,drilling
4143,17973-2-0-17.wav,17973,8.5,12.5,1,3,2,children_playing
4144,17973-2-0-21.wav,17973,10.5,14.5,1,3,2,children_playing
4145,17973-2-0-22.wav,17973,11.0,15.0,1,3,2,children_playing
4146,17973-2-0-29.wav,17973,14.5,18.5,1,3,2,children_playing
4147,17973-2-0-31.wav,17973,15.5,19.5,1,3,2,children_playing
4148,17973-2-0-32.wav,17973,16.0,20.0,1,3,2,children_playing
4149,17973-2-0-8.wav,17973,4.0,8.0,1,3,2,children_playing
4150,17973-2-0-9.wav,17973,4.5,8.5,1,3,2,children_playing
4151,179858-1-0-0.wav,179858,0.627537,0.973626,1,1,1,car_horn
4152,179860-1-0-0.wav,179860,0.257272,1.348884,1,6,1,car_horn
4153,179861-1-0-0.wav,179861,0.160016,0.691407,1,5,1,car_horn
4154,179862-1-0-0.wav,179862,0.324883,0.70578,1,4,1,car_horn
4155,179863-1-0-0.wav,179863,0.141445,0.897289,1,3,1,car_horn
4156,179864-1-0-0.wav,179864,0.362889,1.166566,1,2,1,car_horn
4158,179866-1-0-0.wav,179866,0.145435,0.630933,1,2,1,car_horn
4159,179866-1-1-0.wav,179866,0.913249,1.628663,1,2,1,car_horn
4160,179867-1-0-0.wav,179867,0.025482,0.566271,1,1,1,car_horn
4161,179868-1-0-0.wav,179868,0.232419,2.385632,1,10,1,car_horn
4162,180029-4-1-0.wav,180029,2.11139,5.17631,1,9,4,drilling
4163,180029-4-10-0.wav,180029,28.980525,30.342712,1,9,4,drilling
